Product Name,Actual Category,Top 5 Categories
Silky GIRLS DANCE Seamless Ballet High Cut Briefs Underwear Knickers Nude Flesh Skin,Fashion/Girls/Clothing/Underwear/Knickers,"['Fashion/Girls/Clothing/Underwear/Sets', 'Fashion/Girls/Clothing/Underwear/Knickers', 'Fashion/Girls/Clothing/Underwear/Vests', 'Fashion/Girls/Shoes/Ballet Flats', 'Fashion/Girls/Clothing/Shorts']"
"besbomig Mens Tweed Flat Cap Driving Hat Newsboy Cap - Adjustable Fashion Newsboy Irish Beret Hat, Spring Autumn Winter, 55-59CM",Fashion/Men/Accessories/Hats & Caps/Flat Caps,"['Fashion/Men/Accessories/Hats & Caps/Berets', 'Fashion/Men/Accessories/Hats & Caps/Flat Caps', 'Fashion/Men/Accessories/Hats & Caps/Porkpie Hats', 'Fashion/Men/Accessories/Hats & Caps/Bowler Hats', 'Fashion/Men/Accessories/Hats & Caps/Fedoras & Trilby Hats']"
OIDEA Men's Stainless Steel Boxing Gloves Pendant Necklace Choice of Colours,Fashion/Men/Jewellery/Pendants,"['Fashion/Men/Jewellery/Necklaces', 'Fashion/Men/Jewellery/Pendants', 'Fashion/Novelty Jewellery/Necklaces & Pendants/Pendants & Coins/Lockets', 'Fashion/Novelty Jewellery/Necklaces & Pendants/Statement Necklaces', 'Fashion/Novelty Jewellery/Necklaces & Pendants/Strands']"
MAZ UK-Unique - Elegant 100% Wool Trilby Hat Waterproof & Crushable Handmade with Grosgrain Band Premium Quality Trilby Fedora Stylish Hat Perfect Fashion Statement (UK-Unique),Fashion/Men/Accessories/Hats & Caps/Fedoras & Trilby Hats,"['Fashion/Men/Accessories/Hats & Caps/Fedoras & Trilby Hats', 'Fashion/Women/Accessories/Hats & Caps/Fedoras & Trilby Hats', 'Fashion/Men/Accessories/Hats & Caps/Bowler Hats', 'Fashion/Men/Accessories/Hats & Caps/Porkpie Hats', 'Fashion/Men/Accessories/Hats & Caps/Berets']"
MyHalos 100% Blackout Sleep Masks for Women & Men - Zero Eye Pressure Eye Mask for Sleeping -Our Halo Sleep Mask Includes a Storage Pouch- Black Eye Mask for Travel or Blindfold,Fashion/Luggage & Travel Gear/Accessories/Travel Accessories/Sleep Masks,"['Fashion/Luggage & Travel Gear/Accessories/Travel Accessories/Sleep Masks', 'Fashion/Luggage & Travel Gear/Accessories/Travel Accessories/Travel Blankets', ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Coin Purses & Pouches"", 'Fashion/Luggage & Travel Gear/Accessories/Cloth Face Masks', 'Fashion/Women/Clothing/Nightwear, Lingerie & Underwear/Nightwear/Pyjama Sets']"
"SSKHE 3 Pcs Stainless Steel Cross Necklace Set for Men Silver with Bracelet, Durable Cuban Snake Chain, Ideal Jewelry Gifts for Men and Teens",Fashion/Men/Jewellery/Jewellery Sets,"['Fashion/Men/Jewellery/Jewellery Sets', 'Fashion/Men/Jewellery/Necklaces', 'Fashion/Men/Jewellery/Bracelets', 'Fashion/Novelty Jewellery/Jewellery Sets', 'Fashion/Novelty Jewellery/Necklaces & Pendants/Chains']"
HAWSON Men's Custom Tuxedo Shirt Nails and Cufflinks (2+4/2+6),Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Shirt Studs,"['Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Cufflinks', 'Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Shirt Studs', 'Fashion/Men/Clothing/Suits & Blazers/Tuxedos', 'Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Tie Clips', 'Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Tie Pins']"
"A-QMZL Men's Leather Clutch Bag Large Capacity Business Clutch Bags Wallet Card Slots Pockets with Zipper Wallets for Men with Wrist Strap Wrist Bag Work Travel Casual, Black, 26*17*3.5cm, Retro",Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Men's Bags/Carry-all & Organiser Clutches,"[""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Men's Bags/Carry-all & Organiser Clutches"", 'Fashion/Men/Handbags & Shoulder Bags/Carry-all & Organiser Clutches', ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Wallets"", 'Fashion/Men/Accessories/Wallets, Card Cases & Money Organizers/Wallets', 'Fashion/Luggage & Travel Gear/Accessories/Key Cases/Men']"
Allthemen Mens Suits 2 Piece Suit Slim Fit Wedding Suit Velvet Casual Blazer One-Button Blazer Tuxedo Jackets Trousers,Fashion/Men/Clothing/Suits & Blazers/Tuxedos,"['Fashion/Men/Clothing/Suits & Blazers/Suits', 'Fashion/Men/Clothing/Suits & Blazers/Suit Jackets', 'Fashion/Men/Clothing/Suits & Blazers/Suit Trousers', 'Fashion/Men/Clothing/Clothing Sets/Trouser & Top Sets', 'Fashion/Men/Clothing/Underwear/Sets']"
heekpek Mens Hat Scarf Glovers Set Unisex 5PCS Winter Set Fleece Lining Knitted Beanie Hat Earmuffs Neck Warmer Knit Gloves Thermal Socks Gift Set for Skiing Hiking Driving,Fashion/Men/Accessories/Cold Weather Sets,"['Fashion/Men/Accessories/Cold Weather Sets', 'Fashion/Men/Accessories/Hats & Caps/Skullies & Beanies', 'Fashion/Men/Accessories/Arm Warmers', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Liners & Ankle Socks', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets']"
Game Console Controllers Credit Card Bus Pass Wallet Slimline Travel Rail Ticket Holder Cover for Oyster Business Zip ID Card - Bifold - Party Bag Gift School Leaver Uni (1x Wallet),"Fashion/Men/Accessories/Wallets, Card Cases & Money Organizers/Card & ID Cases/Commuter Pass Holders","[""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Credit Card Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Card & ID Cases/Credit Card Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Commuter Pass Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Card & ID Cases/Commuter Pass Holders"", 'Fashion/Men/Accessories/Wallets, Card Cases & Money Organizers/Card & ID Cases/Credit Card Holders']"
Fruit of The Loom Men's Polo Shirt (Pack of 3),"Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Polos","['Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Polos', 'Fashion/Men/Clothing/Activewear/Shirts & Tees/Polos', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Men/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Men/Clothing/Shorts']"
INSIGNIA 2 Pack Mens Plain Jersey Pyjama Lounge Bottoms Pants,Fashion/Men/Clothing/Nightwear/Pyjama Bottoms,"['Fashion/Men/Clothing/Nightwear/Pyjama Bottoms', 'Fashion/Men/Clothing/Nightwear/Pyjama Sets', 'Fashion/Men/Clothing/Nightwear/Pyjama Tops', 'Fashion/Men/Clothing/Underwear/Sets', 'Fashion/Men/Clothing/Underwear/Thermal/Thermal Sets']"
HENBRANDT Adult Black Bowler Hat with Velour Finish Black Derby Chaplin Hat Victorian Steampunk Cosplay Magician Costume Cabaret Outfit One Size Halloween Fancy Dress Accessories for Men and Women,Fashion/Men/Accessories/Hats & Caps/Bowler Hats,"['Fashion/Women/Accessories/Hats & Caps/Bowler Hats', 'Fashion/Men/Accessories/Hats & Caps/Bowler Hats', 'Fashion/Women/Accessories/Hats & Caps/Cowboy Hats', 'Fashion/Novelty & Special Use Clothing/Novelty/Accessories/Head Scarves', ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/Scouting Uniforms/Boys'/Accessories""]"
"Travelpro Luggage Maxlite 5 18"" Lightweight Carry-on Under Seat Tote Travel, Imperial Purple, 18-inch, Maxlite 5 Lightweight Underseat Carry-on Travel Tote Bag",Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Travel Totes,"['Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Carry-Ons', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Travel Totes', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Travel Duffles', 'Fashion/Luggage & Travel Gear/Messenger Bags', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Top-Handle Bags""]"
Amazon Essentials Men's V-Neck Sweater (Available in Big & Tall),Fashion/Men/Clothing/Activewear/Knitwear,"['Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Long Sleeve Tops', 'Fashion/Men/Clothing/Activewear/Shirts & Tees/Long Sleeve Tops', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Men/Clothing/Activewear/Vests']"
"Socksmad 3 Pairs Mens 100% Soft Cotton Extra Long Knee High Socks 6-11 Uk, 39-45 Black/White/B/N/G/Assorted",Fashion/Men/Clothing/Socks & Hosiery/Socks/Knee-High Socks,"['Fashion/Men/Clothing/Socks & Hosiery/Socks/Knee-High Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Calf Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Athletic Socks', 'Fashion/Men/Clothing/Activewear/Athletic Socks', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Compression Socks']"
Fruit of the Loom Men's Heavy T-Shirt Pack of 5,"Fashion/Men/Clothing/Tops, T-Shirts & Shirts/T-Shirts","['Fashion/Men/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Men/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Polos', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Long Sleeve Tops']"
Kono School Bags for Girls Teenagers Backpack Womens Lightweight Travel Work Rucksack Casual Daypack,Fashion/Luggage & Travel Gear/Backpacks/Casual Daypacks,"[""Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Children's Backpacks"", 'Fashion/Luggage & Travel Gear/Backpacks/Casual Daypacks', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bags', 'Fashion/Women/Handbags & Shoulder Bags/Fashion Backpacks', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Fashion Backpacks""]"
Charlotte Large Top Zip Tote,Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Totes,"['Fashion/Women/Handbags & Shoulder Bags/Top-Handle Bags', 'Fashion/Women/Handbags & Shoulder Bags/Totes', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Totes"", 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Travel Totes', 'Fashion/Girls/Handbags & Shoulder Bags']"
"Speedo Men's ECO Endurance+ Aquashort Swimming Trunks | Chlorine Resistant | Recycled Fabric | Swim Fitness | Training | Holiday, Black, 34",Fashion/Men/Clothing/Swimwear/Shorts & Trunks,"['Fashion/Men/Clothing/Swimwear/Shorts & Trunks', 'Fashion/Men/Clothing/Activewear/Shorts', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Shorts', 'Fashion/Men/Clothing/Activewear/Underwear/Shorts', 'Fashion/Men/Clothing/Swimwear/Briefs']"
Runhit Men's Running Leggings Gym Compression Pants Men Sports Tights Thermal Base Layer Trousers for Cycling Football Golf Yoga,Fashion/Men/Clothing/Activewear/Base Layers & Compression/Trousers,"['Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Trousers', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Bottoms', 'Fashion/Men/Clothing/Activewear/Leggings', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Tops']"
"befen White Leather Clutch Bags for Women, Small Ladies Wristlet Cell Phone Purse Wallet with Detachable Wrist Strap & Zip Closure for Evening,Holiday, Fit Phone 11 or Phone Less 6.5 Inch",Fashion/Women/Handbags & Shoulder Bags/Wristlets,"[""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Wristlets"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Wallets"", ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Clutches"", 'Fashion/Women/Handbags & Shoulder Bags/Clutches', 'Fashion/Women/Handbags & Shoulder Bags/Wristlets']"
Tommy Hilfiger Jewelry Men's Leather Bracelet with Magnetic Closure,Fashion/Men/Jewellery/Bracelets,"['Fashion/Men/Jewellery/Bracelets', 'Fashion/Men/Jewellery/Jewellery Sets', 'Fashion/Men/Jewellery/Rings', 'Fashion/Men/Jewellery/Necklaces', 'Fashion/Novelty Jewellery/Bracelets']"
Broadway Tuxmakers Men's Adjustable Black Tuxedo Pants With Satin Stripe - Black -,Fashion/Men/Clothing/Suits & Blazers/Tuxedo Trousers,"['Fashion/Men/Clothing/Suits & Blazers/Tuxedo Trousers', 'Fashion/Men/Clothing/Suits & Blazers/Tuxedos', 'Fashion/Men/Clothing/Suits & Blazers/Tuxedo Jackets', 'Fashion/Men/Clothing/Trousers', 'Fashion/Men/Jewellery/Cufflinks & Shirt Accessories/Shirt Studs']"
Trunki Children’s Ride-On Suitcase and Kid's Hand Luggage | Ideal 3 Year Old Girl Gift : Trixie (Pink),Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Children's Luggage,"[""Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Children's Luggage"", ""Fashion/Luggage & Travel Gear/Backpacks/Children's Backpacks"", 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Carry-Ons', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Suitcases', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Luggage Sets']"
Maeau - Men Underwear Set Bikini Lingerie Set Men's Sissy Lingerie Lace Bra Top Briefs with Long Stockings 2/3 Piece,Fashion/Men/Clothing/Underwear/Sets,"['Fashion/Men/Clothing/Underwear/Sets', 'Fashion/Women/Clothing/Nightwear, Lingerie & Underwear/Lingerie & Underwear/Lingerie Sets', 'Fashion/Men/Clothing/Underwear/Briefs', 'Fashion/Women/Clothing/Nightwear, Lingerie & Underwear/Lingerie & Underwear/Stockings & Garters/Hold-up Stockings', 'Fashion/Women/Clothing/Socks & Tights/Hold-up Stockings']"
"Unigear Winter Bomber Hats, Faux Fur Warme Hats Windproof Trooper Trapper Hat Aviator Caps with Ear Flap and Windproof Mask for Skating, Skiing, Hunting or Daily Use Black",Fashion/Men/Accessories/Hats & Caps/Bomber Hats,"['Fashion/Men/Accessories/Hats & Caps/Bomber Hats', 'Fashion/Women/Accessories/Hats & Caps/Bomber Hats', 'Fashion/Men/Accessories/Cold Weather Sets', 'Fashion/Luggage & Travel Gear/Accessories/Cloth Face Masks', 'Fashion/Men/Accessories/Earmuffs']"
"Masters 41455MN Monolith Softsided Polycanvas Pilot Case, 49 cm, Black",Fashion/Luggage & Travel Gear/Business & Laptop Bags/Pilot Cases,"['Fashion/Luggage & Travel Gear/Business & Laptop Bags/Pilot Cases', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Laptop Roller Cases', 'Fashion/Luggage & Travel Gear/Business & Laptop Bags/Laptop Bags/Roller Cases', 'Fashion/Luggage & Travel Gear/Business & Laptop Bags/Briefcases', 'Fashion/Luggage & Travel Gear/Business & Laptop Bags/Laptop Bags/Briefcases']"
UNIQUEBELLA Mens Thermal Underwear Set Long Sleeve Tops Long Johns Thermal Base Layer Bottom Fleece Lined Quick Drying,Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets,"['Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Bottoms', 'Fashion/Men/Clothing/Underwear/Thermal/Thermal Sets', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Tops', 'Fashion/Men/Clothing/Underwear/Thermal/Thermal Bottoms']"
Mens HeatGear Core Tights Pants Bottoms,Fashion/Men/Clothing/Activewear/Leggings,"['Fashion/Men/Clothing/Activewear/Trousers/Sweatpants', 'Fashion/Men/Clothing/Underwear/Thermal/Thermal Bottoms', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Bottoms', 'Fashion/Men/Clothing/Activewear/Leggings', 'Fashion/Men/Clothing/Activewear/Base Layers & Compression/Shorts']"
Trespass Men's Clasp Padded Gilet (pack of 1),"Fashion/Men/Clothing/Coats, Jackets & Gilets/Gilets","['Fashion/Men/Clothing/Coats, Jackets & Gilets/Gilets', 'Fashion/Men/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Men/Clothing/Jumpers, Cardigans & Sweatshirts/Sleeveless Jumpers & Knitted Gilets', 'Fashion/Men/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Men/Clothing/Activewear/Track Jackets']"
"WEMATE Large Pencil Case,Pencil Case for Women & Men, Pencil Pouch, Marker Pen Case,Portable Stationery Pencil Bag for Office Pink","Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Pencil Cases","['Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Pencil Cases', ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Coin Purses & Pouches"", 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bags', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bag Sets', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Lesson Tote Bags']"
Runcati Men's Coat Regular Fit Trench Coat Long Lapel Double Breasted Wool Business Winter Jacket Peacoat,"Fashion/Men/Clothing/Coats, Jackets & Gilets/Coats","['Fashion/Men/Clothing/Coats, Jackets & Gilets/Raincoats', 'Fashion/Men/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Men/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Men/Clothing/Suits & Blazers/Suit Jackets', 'Fashion/Men/Clothing/Suits & Blazers/Tuxedo Jackets']"
"sundee Business Card Holder, Professional Metal Leather Card Case for Women & Men, Slim Name ID Credit Card Holders with Magnetic, Portable Stylish Carrier Wallet Purse for Social -LF Milk Coffee","Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Business Card Cases","[""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Credit Card Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Card & ID Cases/Credit Card Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Business Card Cases"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Card & ID Cases/Business Card Cases"", 'Fashion/Men/Accessories/Wallets, Card Cases & Money Organizers/Card & ID Cases/Business Card Cases']"
New Leather Oyster Baby Pink Travel Card Bus Pass Holder Wallet Rail Card Cover CASE - Bargain-House,"Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Badge Holders","[""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Men's/Card & ID Cases/Commuter Pass Holders"", ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Women's/Card & ID Cases/Commuter Pass Holders"", 'Fashion/Women/Accessories/Wallets, Card Cases & Money Organizers/Card & ID Cases/Commuter Pass Holders', 'Fashion/Men/Accessories/Wallets, Card Cases & Money Organizers/Card & ID Cases/Commuter Pass Holders', ""Fashion/Luggage & Travel Gear/Wallets, Card Cases & Money Organizers/Kids'/Wallets""]"
Solovedress Mens Vintage Waistcoat Tweed Wool Regular Fit Suit Vest for Wedding Groomsmen,Fashion/Men/Clothing/Suits & Blazers/Waistcoats,"['Fashion/Men/Clothing/Suits & Blazers/Waistcoats', ""Fashion/Novelty & Special Use Clothing/Traditional Clothing/German Traditional Costumes/Men's/Waistcoats"", 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Men/Clothing/Suits & Blazers/Tuxedos', ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/Military/Men's/Tops""]"
"FM London (10-Pack Plain Mens Socks - Comfortable Charcoal, Navy & Black Socks for Men - Cotton Socks Men Suitable for Work & Casual Wear - Breathable, Stain Resistant, Durable Men's Smart Dress Sock",Fashion/Men/Clothing/Socks & Hosiery/Socks/Calf Socks,"['Fashion/Men/Clothing/Socks & Hosiery/Socks/Athletic Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Liners & Ankle Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Calf Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Socks/Knee-High Socks', 'Fashion/Men/Clothing/Socks & Hosiery/Slipper Socks']"
Women Handbags Hobo Bag Tote Bags Shoulder Bag Soft Washed Leather Multifunctional Messenger Bag,Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Hobos & Shoulder Bags,"[""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Hobos & Shoulder Bags"", 'Fashion/Women/Handbags & Shoulder Bags/Hobos & Shoulder Bags', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Totes"", ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Cross-Body Bags"", 'Fashion/Luggage & Travel Gear/Messenger Bags']"
JAKAGO Canvas Messenger Bag 15 inch Mens/Women Shoulder Bag with Multiple Pockets for School Travel Outdoor Fishing Camping Work Daily Use,Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Men's Bags/Shoulder Bags,"['Fashion/Luggage & Travel Gear/Messenger Bags', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bags', 'Fashion/Men/Handbags & Shoulder Bags/Shoulder Bags', 'Fashion/Men/Handbags & Shoulder Bags/Cross-Body Bags', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Men's Bags/Shoulder Bags""]"
IHIGOGOFA Bumbags Waist Fanny Pack Fashion Bum Bag with 30cm Extended Belt for Dog Walking Climbing Hiking Travel Cycling Girls Ladies Men Women,Fashion/Luggage & Travel Gear/Waist Packs/Fashion Waist Packs,"['Fashion/Luggage & Travel Gear/Waist Packs/Hiking Waist Packs', 'Fashion/Luggage & Travel Gear/Waist Packs/Fashion Waist Packs', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Trekking Rucksacks', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Bike Backpacks', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Skiing Backpacks']"
SellerFun Girl Geometric Printed Primary Junior High University School Bag Bookbag Backpack,"Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bag Sets","[""Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Children's Backpacks"", 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bags', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/School Bag Sets', ""Fashion/Luggage & Travel Gear/Backpacks/Children's Backpacks"", 'Fashion/Women/Handbags & Shoulder Bags/Fashion Backpacks']"
adidas Men's Entrada 22 Track Top Tracksuit Jacket,Fashion/Men/Clothing/Activewear/Track Jackets,"['Fashion/Men/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Men/Clothing/Activewear/Track Jackets', 'Fashion/Men/Clothing/Activewear/Sets/Sweatsuits', 'Fashion/Men/Clothing/Activewear/Sets/Workout Top & Bottom Sets', 'Fashion/Men/Clothing/Clothing Sets/Trouser & Top Sets']"
"TerraWest Core Avalanche Kit,Ski Backpack Including Recco & Removable Back Protector, Core Plus Shovel, Core 240 cm Quick Lock Probe, Backcountry Skiing, Snowboarding (Blue)",Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Skiing Backpacks,"['Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Skiing Backpacks', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Snowboard Backpacks', 'Fashion/Luggage & Travel Gear/Accessories/Travel Accessories/Dry Bags', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Trekking Rucksacks', 'Fashion/Luggage & Travel Gear/Backpacks/Sports & Outdoor Backpacks/Hiking Backpacks']"
Calvin Klein Men's Jerome Business Suit Pants,Fashion/Men/Clothing/Suits & Blazers/Suit Trousers,"['Fashion/Men/Clothing/Suits & Blazers/Suits', 'Fashion/Men/Clothing/Suits & Blazers/Suit Jackets', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Men/Clothing/Suits & Blazers/Waistcoats', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/Polos']"
A-QMZL Girls Handbags Mini Shoulder Bag Little Girls Crossbody Bag Purse Star Sequins Design Chain Messenger Bag for Girls Kids Toddler Teens,Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Girls' Handbags,"['Fashion/Girls/Handbags & Shoulder Bags', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Girls' Handbags"", 'Fashion/Luggage & Travel Gear/Messenger Bags', 'Fashion/Luggage & Travel Gear/Business & Laptop Bags/Touch Screen Tablet Messenger & Shoulder Bags', ""Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Children's Backpacks""]"
Champion Mens Brushed Cotton Striped Nightshirt Sleepwear,Fashion/Men/Clothing/Nightwear/Pyjama Tops,"['Fashion/Men/Clothing/Nightwear/Robes', 'Fashion/Men/Clothing/Nightwear/Onesies', 'Fashion/Men/Clothing/Nightwear/Pyjama Sets', 'Fashion/Men/Clothing/Nightwear/Pyjama Tops', 'Fashion/Women/Clothing/Nightwear, Lingerie & Underwear/Nightwear/Nightdresses & Nightshirts']"
"QINCAO Boxer Shorts Mens 6 Pack, No Itchy Labels, Cotton Underwear Retro Trunks, Underwear Gift Set",Fashion/Men/Clothing/Underwear/Boxers,"['Fashion/Men/Clothing/Underwear/Boxers', 'Fashion/Men/Clothing/Underwear/Sets', 'Fashion/Men/Clothing/Underwear/Trunks', 'Fashion/Men/Clothing/Underwear/Briefs', 'Fashion/Men/Clothing/Activewear/Underwear/Shorts']"
Under Armour Men's Sportstyle Left Chest Men's Sportstyle Short Sleeve Tee Super Soft Training and Fitness,Fashion/Men/Clothing/Activewear/Shirts & Tees/T-Shirts,"['Fashion/Men/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Men/Clothing/Activewear/Sets/Workout Top & Bottom Sets', 'Fashion/Men/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Men/Clothing/Activewear/Sets/Sweatsuits', 'Fashion/Men/Clothing/Activewear/Trousers/Track Bottoms']"
